location_key,date,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
US_AK,2020-03-12,0.0,0.0,,79.0,1.0,0.0,,206.0
US_AK,2020-03-13,0.0,0.0,,161.0,1.0,0.0,,367.0
US_AK,2020-03-14,0.0,0.0,,81.0,1.0,0.0,,448.0
US_AK,2020-03-15,0.0,0.0,,78.0,1.0,0.0,,526.0
US_AK,2020-03-16,3.0,1.0,,257.0,3.0,1.0,,783.0
US_AK,2020-03-17,5.0,0.0,,430.0,8.0,1.0,,1213.0
US_AK,2020-03-18,3.0,0.0,,609.0,11.0,1.0,,1822.0
US_AK,2020-03-19,3.0,0.0,,621.0,14.0,1.0,,2443.0
US_AK,2020-03-20,1.0,0.0,,632.0,15.0,1.0,,3075.0
US_AK,2020-03-21,10.0,0.0,,210.0,25.0,1.0,,3285.0
US_AK,2020-03-22,13.0,0.0,,174.0,38.0,1.0,,3459.0
US_AK,2020-03-23,4.0,0.0,,568.0,42.0,1.0,,4027.0
US_AK,2020-03-24,7.0,0.0,,452.0,49.0,1.0,,4479.0
US_AK,2020-03-25,14.0,2.0,,566.0,63.0,3.0,,5045.0
US_AK,2020-03-26,11.0,0.0,,505.0,74.0,3.0,,5550.0
US_AK,2020-03-27,17.0,1.0,,450.0,91.0,4.0,,6000.0
US_AK,2020-03-28,19.0,1.0,,413.0,110.0,5.0,,6413.0
US_AK,2020-03-29,8.0,1.0,,306.0,118.0,6.0,,6719.0
US_AK,2020-03-30,10.0,0.0,,533.0,128.0,6.0,,7252.0
US_AK,2020-03-31,13.0,0.0,,611.0,141.0,6.0,,7863.0
US_AK,2020-04-01,8.0,0.0,,590.0,149.0,6.0,,8453.0
US_AK,2020-04-02,11.0,0.0,,591.0,160.0,6.0,,9044.0
US_AK,2020-04-03,11.0,0.0,,476.0,171.0,6.0,,9520.0
US_AK,2020-04-04,14.0,1.0,,196.0,185.0,7.0,,9716.0
US_AK,2020-04-05,6.0,0.0,,324.0,191.0,7.0,,10040.0
US_AK,2020-04-06,22.0,0.0,,493.0,213.0,7.0,,10533.0
US_AK,2020-04-07,13.0,1.0,,528.0,226.0,8.0,29.0,11061.0
US_AK,2020-04-08,9.0,1.0,3.0,506.0,235.0,9.0,32.0,11567.0
US_AK,2020-04-09,11.0,0.0,17.0,473.0,246.0,9.0,49.0,12040.0
US_AK,2020-04-10,11.0,0.0,6.0,593.0,257.0,9.0,55.0,12633.0
US_AK,2020-04-11,15.0,0.0,8.0,290.0,272.0,9.0,63.0,12923.0
US_AK,2020-04-12,5.0,0.0,3.0,204.0,277.0,9.0,66.0,13127.0
US_AK,2020-04-13,8.0,0.0,19.0,443.0,285.0,9.0,85.0,13570.0
US_AK,2020-04-14,8.0,0.0,13.0,413.0,293.0,9.0,98.0,13983.0
US_AK,2020-04-15,7.0,0.0,8.0,530.0,300.0,9.0,106.0,14513.0
US_AK,2020-04-16,9.0,0.0,4.0,561.0,309.0,9.0,110.0,15074.0
US_AK,2020-04-17,5.0,0.0,18.0,543.0,314.0,9.0,128.0,15617.0
US_AK,2020-04-18,5.0,0.0,19.0,262.0,319.0,9.0,147.0,15879.0
US_AK,2020-04-19,2.0,0.0,6.0,275.0,321.0,9.0,153.0,16154.0
US_AK,2020-04-20,8.0,0.0,8.0,774.0,329.0,9.0,161.0,16928.0
US_AK,2020-04-21,6.0,0.0,7.0,798.0,335.0,9.0,168.0,17726.0
US_AK,2020-04-22,2.0,0.0,28.0,766.0,337.0,9.0,196.0,18492.0
US_AK,2020-04-23,2.0,0.0,13.0,632.0,339.0,9.0,209.0,19124.0
US_AK,2020-04-24,0.0,0.0,-1.0,658.0,339.0,9.0,208.0,19782.0
US_AK,2020-04-25,2.0,0.0,9.0,475.0,341.0,9.0,217.0,20257.0
US_AK,2020-04-26,4.0,0.0,0.0,437.0,345.0,9.0,217.0,20694.0
US_AK,2020-04-27,6.0,0.0,1.0,1001.0,351.0,9.0,218.0,21695.0
US_AK,2020-04-28,4.0,0.0,10.0,926.0,355.0,9.0,228.0,22621.0
US_AK,2020-04-29,0.0,0.0,12.0,1074.0,355.0,9.0,240.0,23695.0
US_AK,2020-04-30,9.0,1.0,12.0,843.0,364.0,10.0,252.0,24538.0
US_AK,2020-05-01,1.0,0.0,2.0,725.0,365.0,10.0,254.0,25263.0
US_AK,2020-05-02,3.0,0.0,7.0,331.0,368.0,10.0,261.0,25594.0
US_AK,2020-05-03,2.0,0.0,1.0,412.0,370.0,10.0,262.0,26006.0
US_AK,2020-05-04,1.0,0.0,1.0,1440.0,371.0,10.0,263.0,27446.0
US_AK,2020-05-05,1.0,0.0,14.0,1403.0,372.0,10.0,277.0,28849.0
US_AK,2020-05-06,2.0,0.0,7.0,1282.0,374.0,10.0,284.0,30131.0
US_AK,2020-05-07,3.0,0.0,7.0,931.0,377.0,10.0,291.0,31062.0
US_AK,2020-05-08,1.0,0.0,14.0,982.0,378.0,10.0,305.0,32044.0
US_AK,2020-05-09,1.0,0.0,13.0,460.0,379.0,10.0,318.0,32504.0
US_AK,2020-05-10,2.0,0.0,6.0,464.0,381.0,10.0,324.0,32968.0
US_AK,2020-05-11,2.0,0.0,4.0,1476.0,383.0,10.0,328.0,34444.0
US_AK,2020-05-12,1.0,0.0,6.0,1210.0,384.0,10.0,334.0,35654.0
US_AK,2020-05-13,5.0,1.0,4.0,1476.0,389.0,11.0,338.0,37130.0
US_AK,2020-05-14,1.0,0.0,1.0,1390.0,390.0,11.0,339.0,38520.0
US_AK,2020-05-15,4.0,0.0,4.0,1002.0,394.0,11.0,343.0,39522.0
US_AK,2020-05-16,4.0,0.0,1.0,1125.0,398.0,11.0,344.0,40647.0
US_AK,2020-05-17,3.0,0.0,0.0,623.0,401.0,11.0,344.0,41270.0
US_AK,2020-05-18,0.0,0.0,1.0,1848.0,401.0,11.0,345.0,43118.0
US_AK,2020-05-19,3.0,0.0,3.0,1743.0,404.0,11.0,348.0,44861.0
US_AK,2020-05-20,0.0,0.0,4.0,1833.0,404.0,11.0,352.0,46694.0
US_AK,2020-05-21,2.0,0.0,4.0,1599.0,406.0,11.0,356.0,48293.0
US_AK,2020-05-22,4.0,0.0,0.0,1526.0,410.0,11.0,356.0,49819.0
US_AK,2020-05-23,0.0,0.0,2.0,756.0,410.0,11.0,358.0,50575.0
US_AK,2020-05-24,1.0,0.0,0.0,553.0,411.0,11.0,358.0,51128.0
US_AK,2020-05-25,2.0,0.0,3.0,858.0,413.0,11.0,361.0,51986.0
US_AK,2020-05-26,1.0,0.0,1.0,2092.0,414.0,11.0,362.0,54078.0
US_AK,2020-05-27,13.0,0.0,2.0,2920.0,427.0,11.0,364.0,56998.0
US_AK,2020-05-28,5.0,0.0,2.0,1914.0,432.0,11.0,366.0,58912.0
US_AK,2020-05-29,3.0,1.0,1.0,1458.0,435.0,12.0,367.0,60370.0
US_AK,2020-05-30,28.0,1.0,1.0,684.0,463.0,13.0,368.0,61054.0
US_AK,2020-05-31,7.0,0.0,0.0,666.0,470.0,13.0,368.0,61720.0
US_AK,2020-06-01,20.0,0.0,0.0,2321.0,490.0,13.0,368.0,64041.0
US_AK,2020-06-02,18.0,1.0,3.0,1944.0,508.0,14.0,371.0,65985.0
US_AK,2020-06-03,10.0,0.0,2.0,2092.0,518.0,14.0,373.0,68077.0
US_AK,2020-06-04,11.0,0.0,3.0,2087.0,529.0,14.0,376.0,70164.0
US_AK,2020-06-05,12.0,1.0,4.0,1710.0,541.0,15.0,380.0,71874.0
US_AK,2020-06-06,8.0,0.0,2.0,1320.0,549.0,15.0,382.0,73194.0
US_AK,2020-06-07,18.0,0.0,0.0,1059.0,567.0,15.0,382.0,74253.0
US_AK,2020-06-08,11.0,0.0,2.0,2475.0,578.0,15.0,384.0,76728.0
US_AK,2020-06-09,20.0,0.0,5.0,2573.0,598.0,15.0,389.0,79301.0
US_AK,2020-06-10,18.0,0.0,3.0,3097.0,616.0,15.0,392.0,82398.0
US_AK,2020-06-11,14.0,0.0,5.0,3286.0,630.0,15.0,397.0,85684.0
US_AK,2020-06-12,26.0,0.0,6.0,3535.0,656.0,15.0,403.0,89219.0
US_AK,2020-06-13,9.0,0.0,2.0,2178.0,665.0,15.0,405.0,91397.0
US_AK,2020-06-14,3.0,1.0,6.0,2129.0,668.0,16.0,411.0,93526.0
US_AK,2020-06-15,13.0,0.0,6.0,4178.0,681.0,16.0,417.0,97704.0
US_AK,2020-06-16,20.0,0.0,12.0,4275.0,701.0,16.0,429.0,101979.0
US_AK,2020-06-17,12.0,0.0,9.0,3657.0,713.0,16.0,438.0,105636.0
US_AK,2020-06-18,16.0,0.0,11.0,2935.0,729.0,16.0,449.0,108571.0
US_AK,2020-06-19,21.0,0.0,8.0,3145.0,750.0,16.0,457.0,111716.0
US_AK,2020-06-20,11.0,0.0,7.0,1761.0,761.0,16.0,464.0,113477.0
US_AK,2020-06-21,6.0,0.0,11.0,1933.0,767.0,16.0,475.0,115410.0
US_AK,2020-06-22,16.0,0.0,16.0,4635.0,783.0,16.0,491.0,120045.0
US_AK,2020-06-23,14.0,0.0,11.0,4233.0,797.0,16.0,502.0,124278.0
US_AK,2020-06-24,24.0,0.0,5.0,4046.0,821.0,16.0,507.0,128324.0
US_AK,2020-06-25,18.0,1.0,6.0,3354.0,839.0,17.0,513.0,131678.0
US_AK,2020-06-26,19.0,0.0,6.0,4002.0,858.0,17.0,519.0,135680.0
US_AK,2020-06-27,29.0,0.0,2.0,2035.0,887.0,17.0,521.0,137715.0
US_AK,2020-06-28,21.0,0.0,0.0,1984.0,908.0,17.0,521.0,139699.0
US_AK,2020-06-29,36.0,0.0,4.0,5769.0,944.0,17.0,525.0,145468.0
US_AK,2020-06-30,38.0,1.0,1.0,4994.0,982.0,18.0,526.0,150462.0
US_AK,2020-07-01,38.0,0.0,2.0,4490.0,1020.0,18.0,528.0,154952.0
US_AK,2020-07-02,45.0,0.0,7.0,4573.0,1065.0,18.0,535.0,159525.0
US_AK,2020-07-03,49.0,0.0,4.0,2616.0,1114.0,18.0,539.0,162141.0
US_AK,2020-07-04,27.0,0.0,5.0,1715.0,1141.0,18.0,544.0,163856.0
US_AK,2020-07-05,27.0,0.0,4.0,2522.0,1168.0,18.0,548.0,166378.0
US_AK,2020-07-06,18.0,0.0,0.0,5589.0,1186.0,18.0,548.0,171967.0
US_AK,2020-07-07,40.0,0.0,12.0,6017.0,1226.0,18.0,560.0,177984.0
US_AK,2020-07-08,47.0,2.0,3.0,5611.0,1273.0,20.0,563.0,183595.0
US_AK,2020-07-09,50.0,1.0,8.0,4830.0,1323.0,21.0,571.0,188425.0
US_AK,2020-07-10,63.0,0.0,17.0,4867.0,1386.0,21.0,588.0,193292.0
US_AK,2020-07-11,92.0,0.0,10.0,2613.0,1478.0,21.0,598.0,195905.0
US_AK,2020-07-12,59.0,0.0,17.0,2648.0,1537.0,21.0,615.0,198553.0
US_AK,2020-07-13,43.0,1.0,5.0,6383.0,1580.0,22.0,620.0,204936.0
US_AK,2020-07-14,51.0,3.0,22.0,6155.0,1631.0,25.0,642.0,211091.0
US_AK,2020-07-15,63.0,2.0,27.0,4798.0,1694.0,27.0,669.0,215889.0
US_AK,2020-07-16,42.0,0.0,19.0,5060.0,1736.0,27.0,688.0,220949.0
US_AK,2020-07-17,62.0,0.0,9.0,5103.0,1798.0,27.0,697.0,226052.0
US_AK,2020-07-18,83.0,0.0,11.0,2841.0,1881.0,27.0,708.0,228893.0
US_AK,2020-07-19,73.0,1.0,4.0,2584.0,1954.0,28.0,712.0,231477.0
US_AK,2020-07-20,90.0,0.0,0.0,6474.0,2044.0,28.0,712.0,237951.0
US_AK,2020-07-21,94.0,2.0,25.0,6106.0,2138.0,30.0,737.0,244057.0
US_AK,2020-07-22,64.0,0.0,16.0,5994.0,2202.0,30.0,753.0,250051.0
US_AK,2020-07-23,56.0,0.0,34.0,6076.0,2258.0,30.0,787.0,256127.0
US_AK,2020-07-24,88.0,2.0,13.0,4732.0,2346.0,32.0,800.0,260859.0
US_AK,2020-07-25,185.0,0.0,15.0,3300.0,2531.0,32.0,815.0,264159.0
US_AK,2020-07-26,94.0,0.0,2.0,2708.0,2625.0,32.0,817.0,266867.0
US_AK,2020-07-27,109.0,1.0,0.0,6331.0,2734.0,33.0,817.0,273198.0
US_AK,2020-07-28,68.0,0.0,19.0,6077.0,2802.0,33.0,836.0,279275.0
US_AK,2020-07-29,84.0,0.0,18.0,5458.0,2886.0,33.0,854.0,284733.0
US_AK,2020-07-30,107.0,0.0,31.0,4545.0,2993.0,33.0,885.0,289278.0
US_AK,2020-07-31,145.0,1.0,13.0,5103.0,3138.0,34.0,898.0,294381.0
US_AK,2020-08-01,135.0,2.0,32.0,2968.0,3273.0,36.0,930.0,297349.0
US_AK,2020-08-02,59.0,0.0,2.0,2499.0,3332.0,36.0,932.0,299848.0
US_AK,2020-08-03,60.0,1.0,14.0,7063.0,3392.0,37.0,946.0,306911.0
US_AK,2020-08-04,55.0,1.0,41.0,5718.0,3447.0,38.0,987.0,312629.0
US_AK,2020-08-05,40.0,0.0,30.0,5680.0,3487.0,38.0,1017.0,318309.0
US_AK,2020-08-06,55.0,2.0,203.0,5217.0,3542.0,40.0,1220.0,323526.0
US_AK,2020-08-07,79.0,0.0,18.0,5726.0,3621.0,40.0,1238.0,329252.0
US_AK,2020-08-08,98.0,2.0,16.0,3317.0,3719.0,42.0,1254.0,332569.0
US_AK,2020-08-09,68.0,0.0,15.0,2673.0,3787.0,42.0,1269.0,335242.0
US_AK,2020-08-10,49.0,0.0,63.0,7720.0,3836.0,42.0,1332.0,342962.0
US_AK,2020-08-11,61.0,1.0,12.0,6490.0,3897.0,43.0,1344.0,349452.0
US_AK,2020-08-12,81.0,0.0,15.0,6202.0,3978.0,43.0,1359.0,355654.0
US_AK,2020-08-13,100.0,3.0,1.0,5701.0,4078.0,46.0,1360.0,361355.0
US_AK,2020-08-14,84.0,0.0,11.0,5936.0,4162.0,46.0,1371.0,367291.0
US_AK,2020-08-15,102.0,1.0,13.0,3085.0,4264.0,47.0,1384.0,370376.0
US_AK,2020-08-16,50.0,3.0,34.0,2628.0,4314.0,50.0,1418.0,373004.0
US_AK,2020-08-17,66.0,0.0,14.0,7547.0,4380.0,50.0,1432.0,380551.0
US_AK,2020-08-18,73.0,0.0,36.0,6760.0,4453.0,50.0,1468.0,387311.0
US_AK,2020-08-19,83.0,0.0,33.0,5607.0,4536.0,50.0,1501.0,392918.0
US_AK,2020-08-20,69.0,0.0,12.0,5513.0,4605.0,50.0,1513.0,398431.0
US_AK,2020-08-21,88.0,0.0,88.0,6056.0,4693.0,50.0,1601.0,404487.0
US_AK,2020-08-22,66.0,0.0,85.0,3020.0,4759.0,50.0,1686.0,407507.0
US_AK,2020-08-23,72.0,0.0,59.0,2562.0,4831.0,50.0,1745.0,410069.0
US_AK,2020-08-24,33.0,0.0,116.0,7326.0,4864.0,50.0,1861.0,417395.0
US_AK,2020-08-25,52.0,0.0,106.0,6558.0,4916.0,50.0,1967.0,423953.0
US_AK,2020-08-26,85.0,2.0,121.0,5459.0,5001.0,52.0,2088.0,429412.0
US_AK,2020-08-27,116.0,0.0,21.0,4396.0,5117.0,52.0,2109.0,433808.0
US_AK,2020-08-28,93.0,0.0,74.0,4812.0,5210.0,52.0,2183.0,438620.0
US_AK,2020-08-29,43.0,0.0,18.0,2679.0,5253.0,52.0,2201.0,441299.0
US_AK,2020-08-30,36.0,0.0,32.0,2242.0,5289.0,52.0,2233.0,443541.0
US_AK,2020-08-31,35.0,0.0,5.0,6796.0,5324.0,52.0,2238.0,450337.0
US_AK,2020-09-01,65.0,1.0,8.0,6637.0,5389.0,53.0,2246.0,456974.0
US_AK,2020-09-02,86.0,0.0,35.0,5169.0,5475.0,53.0,2281.0,462143.0
US_AK,2020-09-03,119.0,2.0,7.0,4205.0,5594.0,55.0,2288.0,466348.0
US_AK,2020-09-04,87.0,0.0,7.0,4481.0,5681.0,55.0,2295.0,470829.0
US_AK,2020-09-05,94.0,1.0,26.0,2321.0,5775.0,56.0,2321.0,473150.0
US_AK,2020-09-06,34.0,1.0,2.0,2111.0,5809.0,57.0,2323.0,475261.0
US_AK,2020-09-07,34.0,1.0,0.0,2707.0,5843.0,58.0,2323.0,477968.0
US_AK,2020-09-08,65.0,0.0,16.0,7731.0,5908.0,58.0,2339.0,485699.0
US_AK,2020-09-09,114.0,0.0,1.0,6040.0,6022.0,58.0,2340.0,491739.0
US_AK,2020-09-10,89.0,0.0,11.0,5034.0,6111.0,58.0,2351.0,496773.0
US_AK,2020-09-11,103.0,1.0,8.0,5399.0,6214.0,59.0,2359.0,502172.0
US_AK,2020-09-12,62.0,0.0,18.0,2950.0,6276.0,59.0,2377.0,505122.0
US_AK,2020-09-13,74.0,0.0,0.0,2471.0,6350.0,59.0,2377.0,507593.0
US_AK,2020-09-14,43.0,0.0,0.0,6590.0,6393.0,59.0,2377.0,514183.0
US_AK,2020-09-15,50.0,0.0,25.0,5861.0,6443.0,59.0,2402.0,520044.0
US_AK,2020-09-16,108.0,0.0,5.0,4478.0,6551.0,59.0,2407.0,524522.0
US_AK,2020-09-17,107.0,1.0,1.0,5151.0,6658.0,60.0,2408.0,529673.0
US_AK,2020-09-18,93.0,1.0,14.0,4267.0,6751.0,61.0,2422.0,533940.0
US_AK,2020-09-19,108.0,1.0,16.0,2645.0,6859.0,62.0,2438.0,536585.0
US_AK,2020-09-20,70.0,1.0,0.0,2665.0,6929.0,63.0,2438.0,539250.0
US_AK,2020-09-21,57.0,0.0,1.0,6467.0,6986.0,63.0,2439.0,545717.0
US_AK,2020-09-22,76.0,1.0,229.0,6209.0,7062.0,64.0,2668.0,551926.0
US_AK,2020-09-23,131.0,2.0,63.0,5486.0,7193.0,66.0,2731.0,557412.0
US_AK,2020-09-24,126.0,2.0,0.0,5112.0,7319.0,68.0,2731.0,562524.0
US_AK,2020-09-25,119.0,0.0,311.0,5411.0,7438.0,68.0,3042.0,567935.0
US_AK,2020-09-26,110.0,0.0,225.0,3194.0,7548.0,68.0,3267.0,571129.0
US_AK,2020-09-27,113.0,0.0,235.0,2849.0,7661.0,68.0,3502.0,573978.0
US_AK,2020-09-28,124.0,0.0,269.0,8580.0,7785.0,68.0,3771.0,582558.0
US_AK,2020-09-29,103.0,1.0,553.0,6873.0,7888.0,69.0,4324.0,589431.0
US_AK,2020-09-30,138.0,2.0,231.0,6211.0,8026.0,71.0,4555.0,595642.0
US_AK,2020-10-01,141.0,2.0,283.0,5721.0,8167.0,73.0,4838.0,601363.0
US_AK,2020-10-02,144.0,0.0,204.0,6140.0,8311.0,73.0,5042.0,607503.0
US_AK,2020-10-03,138.0,1.0,157.0,3005.0,8449.0,74.0,5199.0,610508.0
US_AK,2020-10-04,195.0,1.0,82.0,2688.0,8644.0,75.0,5281.0,613196.0
US_AK,2020-10-05,146.0,0.0,174.0,7901.0,8790.0,75.0,5455.0,621097.0
US_AK,2020-10-06,122.0,2.0,0.0,7391.0,8912.0,77.0,5455.0,628488.0
US_AK,2020-10-07,134.0,1.0,171.0,7312.0,9046.0,78.0,5626.0,635800.0
US_AK,2020-10-08,189.0,1.0,46.0,6720.0,9235.0,79.0,5672.0,642520.0
US_AK,2020-10-09,233.0,1.0,62.0,7460.0,9468.0,80.0,5734.0,649980.0
US_AK,2020-10-10,250.0,2.0,27.0,3039.0,9718.0,82.0,5761.0,653019.0
US_AK,2020-10-11,190.0,1.0,28.0,3155.0,9908.0,83.0,5789.0,656174.0
US_AK,2020-10-12,158.0,3.0,13.0,8602.0,10066.0,86.0,5802.0,664776.0
US_AK,2020-10-13,156.0,2.0,107.0,8737.0,10222.0,88.0,5909.0,673513.0
US_AK,2020-10-14,165.0,0.0,41.0,8615.0,10387.0,88.0,5950.0,682128.0
US_AK,2020-10-15,221.0,1.0,116.0,7445.0,10608.0,89.0,6066.0,689573.0
US_AK,2020-10-16,210.0,2.0,171.0,7469.0,10818.0,91.0,6237.0,697042.0
US_AK,2020-10-17,211.0,0.0,211.0,4454.0,11029.0,91.0,6448.0,701496.0
US_AK,2020-10-18,201.0,0.0,40.0,3093.0,11230.0,91.0,6488.0,704589.0
US_AK,2020-10-19,232.0,2.0,28.0,8570.0,11462.0,93.0,6516.0,713159.0
US_AK,2020-10-20,224.0,2.0,165.0,8357.0,11686.0,95.0,6681.0,721516.0
US_AK,2020-10-21,239.0,0.0,70.0,9296.0,11925.0,95.0,6751.0,730812.0
US_AK,2020-10-22,248.0,2.0,61.0,8305.0,12173.0,97.0,6812.0,739117.0
US_AK,2020-10-23,357.0,0.0,103.0,8525.0,12530.0,97.0,6915.0,747642.0
US_AK,2020-10-24,516.0,3.0,24.0,4374.0,13046.0,100.0,6939.0,752016.0
US_AK,2020-10-25,350.0,2.0,7.0,3369.0,13396.0,102.0,6946.0,755385.0
US_AK,2020-10-26,389.0,3.0,2.0,10809.0,13785.0,105.0,6948.0,766194.0
US_AK,2020-10-27,384.0,3.0,68.0,9500.0,14169.0,108.0,7016.0,775694.0
US_AK,2020-10-28,370.0,4.0,51.0,10161.0,14539.0,112.0,7067.0,785855.0
US_AK,2020-10-29,398.0,4.0,27.0,8409.0,14937.0,116.0,7094.0,794264.0
US_AK,2020-10-30,466.0,0.0,2.0,9085.0,15403.0,116.0,7096.0,803349.0
US_AK,2020-10-31,358.0,0.0,3.0,4250.0,15761.0,116.0,7099.0,807599.0
US_AK,2020-11-01,351.0,4.0,5.0,3654.0,16112.0,120.0,7104.0,811253.0
US_AK,2020-11-02,405.0,2.0,6.0,11491.0,16517.0,122.0,7110.0,822744.0
US_AK,2020-11-03,422.0,3.0,3.0,9909.0,16939.0,125.0,7113.0,832653.0
US_AK,2020-11-04,327.0,0.0,11.0,9613.0,17266.0,125.0,7124.0,842266.0
US_AK,2020-11-05,511.0,0.0,1.0,8176.0,17777.0,125.0,7125.0,850442.0
US_AK,2020-11-06,607.0,4.0,-3.0,9674.0,18384.0,129.0,7122.0,860116.0
US_AK,2020-11-07,509.0,5.0,35.0,6763.0,18893.0,134.0,7157.0,866879.0
US_AK,2020-11-08,457.0,3.0,4.0,3798.0,19350.0,137.0,7161.0,870677.0
US_AK,2020-11-09,550.0,1.0,0.0,11653.0,19900.0,138.0,7161.0,882330.0
US_AK,2020-11-10,490.0,6.0,0.0,11065.0,20390.0,144.0,7161.0,893395.0
US_AK,2020-11-11,474.0,2.0,-1.0,8525.0,20864.0,146.0,7160.0,901920.0
US_AK,2020-11-12,615.0,4.0,1.0,12187.0,21479.0,150.0,7161.0,914107.0
US_AK,2020-11-13,755.0,7.0,0.0,12235.0,22234.0,157.0,7161.0,926342.0
US_AK,2020-11-14,626.0,4.0,1.0,6325.0,22860.0,161.0,7162.0,932667.0
US_AK,2020-11-15,559.0,1.0,2.0,4665.0,23419.0,162.0,7164.0,937332.0
US_AK,2020-11-16,641.0,1.0,1.0,13136.0,24060.0,163.0,7165.0,950468.0
US_AK,2020-11-17,577.0,2.0,,12367.0,24637.0,165.0,,962835.0
US_AK,2020-11-18,543.0,4.0,,11805.0,25180.0,169.0,,974640.0
US_AK,2020-11-19,475.0,2.0,,12291.0,25655.0,171.0,,986931.0
US_AK,2020-11-20,672.0,3.0,,12402.0,26327.0,174.0,,999333.0
US_AK,2020-11-21,522.0,2.0,,6551.0,26849.0,176.0,,1005884.0
US_AK,2020-11-22,506.0,6.0,,4492.0,27355.0,182.0,,1010376.0
US_AK,2020-11-23,604.0,4.0,,13426.0,27959.0,186.0,,1023802.0
US_AK,2020-11-24,700.0,2.0,,10632.0,28659.0,188.0,,1034434.0
US_AK,2020-11-25,633.0,4.0,,11769.0,29292.0,192.0,,1046203.0
US_AK,2020-11-26,721.0,5.0,,2055.0,30013.0,197.0,,1048258.0
US_AK,2020-11-27,652.0,6.0,,7820.0,30665.0,203.0,,1056078.0
US_AK,2020-11-28,639.0,4.0,,5433.0,31304.0,207.0,,1061511.0
US_AK,2020-11-29,484.0,1.0,,4505.0,31788.0,208.0,,1066016.0
US_AK,2020-11-30,540.0,3.0,,13718.0,32328.0,211.0,,1079734.0
US_AK,2020-12-01,709.0,6.0,,12988.0,33037.0,217.0,,1092722.0
US_AK,2020-12-02,779.0,8.0,,10465.0,33816.0,225.0,,1103187.0
US_AK,2020-12-03,759.0,1.0,,10125.0,34575.0,226.0,,1113312.0
US_AK,2020-12-04,885.0,6.0,,9550.0,35460.0,232.0,,1122862.0
US_AK,2020-12-05,691.0,2.0,,5237.0,36151.0,234.0,,1128099.0
US_AK,2020-12-06,555.0,3.0,,4233.0,36706.0,237.0,,1132332.0
US_AK,2020-12-07,553.0,8.0,,12145.0,37259.0,245.0,,1144477.0
US_AK,2020-12-08,573.0,2.0,,11186.0,37832.0,247.0,,1155663.0
US_AK,2020-12-09,606.0,5.0,,9237.0,38438.0,252.0,,1164900.0
US_AK,2020-12-10,595.0,1.0,,9439.0,39033.0,253.0,,1174339.0
US_AK,2020-12-11,525.0,6.0,,8627.0,39558.0,259.0,,1182966.0
US_AK,2020-12-12,641.0,3.0,,4813.0,40199.0,262.0,,1187779.0
US_AK,2020-12-13,411.0,2.0,,4126.0,40610.0,264.0,,1191905.0
US_AK,2020-12-14,272.0,3.0,,11507.0,40882.0,267.0,,1203412.0
US_AK,2020-12-15,612.0,2.0,,9851.0,41494.0,269.0,,1213263.0
US_AK,2020-12-16,361.0,2.0,,8123.0,41855.0,271.0,,1221386.0
US_AK,2020-12-17,489.0,2.0,,7840.0,42344.0,273.0,,1229226.0
US_AK,2020-12-18,325.0,1.0,,8831.0,42669.0,274.0,,1238057.0
US_AK,2020-12-19,180.0,1.0,,4481.0,42849.0,275.0,,1242538.0
US_AK,2020-12-20,148.0,1.0,,3705.0,42997.0,276.0,,1246243.0
US_AK,2020-12-21,446.0,0.0,,9442.0,43443.0,276.0,,1255685.0
US_AK,2020-12-22,363.0,1.0,,9382.0,43806.0,277.0,,1265067.0
US_AK,2020-12-23,272.0,0.0,,7408.0,44078.0,277.0,,1272475.0
US_AK,2020-12-24,149.0,0.0,,3749.0,44227.0,277.0,,1276224.0
US_AK,2020-12-25,188.0,1.0,,1524.0,44415.0,278.0,,1277748.0
US_AK,2020-12-26,309.0,2.0,,3851.0,44724.0,280.0,,1281599.0
US_AK,2020-12-27,123.0,1.0,,4014.0,44847.0,281.0,,1285613.0
US_AK,2020-12-28,210.0,2.0,,10275.0,45057.0,283.0,,1295888.0
US_AK,2020-12-29,370.0,2.0,,8400.0,45427.0,285.0,,1304288.0
US_AK,2020-12-30,375.0,3.0,,8941.0,45802.0,288.0,,1313229.0
US_AK,2020-12-31,469.0,4.0,,6333.0,46271.0,292.0,,1319562.0
US_AK,2021-01-01,288.0,2.0,,3005.0,46559.0,294.0,,1322567.0
US_AK,2021-01-02,169.0,2.0,,5637.0,46728.0,296.0,,1328204.0
US_AK,2021-01-03,214.0,1.0,,5536.0,46942.0,297.0,,1333740.0
US_AK,2021-01-04,209.0,0.0,,11525.0,47151.0,297.0,,1345265.0
US_AK,2021-01-05,339.0,3.0,,10684.0,47490.0,300.0,,1355949.0
US_AK,2021-01-06,338.0,1.0,,8828.0,47828.0,301.0,,1364777.0
US_AK,2021-01-07,399.0,3.0,,8643.0,48227.0,304.0,,1373420.0
US_AK,2021-01-08,373.0,1.0,,8165.0,48600.0,305.0,,1381585.0
US_AK,2021-01-09,247.0,1.0,,4294.0,48847.0,306.0,,1385879.0
US_AK,2021-01-10,174.0,0.0,,4267.0,49021.0,306.0,,1390146.0
US_AK,2021-01-11,156.0,0.0,,10353.0,49177.0,306.0,,1400499.0
US_AK,2021-01-12,294.0,0.0,,9532.0,49471.0,306.0,,1410031.0
